County,Type,Facility Name,Street Address,City,State,ZIP,Location
Queens,Grocery,Key Food #564,Newtown Avenue,Astoria,NY,11102,"Newtown Avenue
Astoria, NY 11102
(40.769374219, -73.922388147)"
Bronx,Grocery,C-Town Supermarkets,Boston Post Road,Bronx,NY,10475,"Boston Post Road
Bronx, NY 10475
(40.894525894, -73.809504378)"
Queens,Grocery,Roosevelt Fruits & Vegetables,Roosevelt Avenue,Corona,NY,11368,"Roosevelt Avenue
Corona, NY 11368
(40.752270244, -73.85354326)"
Kings,Grocery,C-Town Supermarkets,Havemeyer St,Brooklyn,NY,11211,"Havemeyer St
Brooklyn, NY 11211
(40.715321009, -73.954003242)"
New York,Grocery,Associated,Adam Clayton Powell Jr Blvd,New York,NY,10027,"Adam Clayton Powell Jr Blvd
New York, NY 10027
(40.809936826, -73.947737395)"
Kings,Grocery,Landau's Supermarket,18th Avenue,Brooklyn,NY,11204,"18th Avenue
Brooklyn, NY 11204
(40.628494225, -73.980802461)"
Kings,Grocery,Pioneer,Parkside Av,Brooklyn,NY,11226,"Parkside Av
Brooklyn, NY 11226
(40.653888039, -73.964364936)"
Kings,Grocery,J & J Grocery,Coney Island Av,Brooklyn,NY,11230,"Coney Island Av
Brooklyn, NY 11230
(40.625636612, -73.965312159)"
Kings,Grocery,Spitzer's Bakery Inc.,Bedford Avenue,Brooklyn,NY,11211,"Bedford Avenue
Brooklyn, NY 11211
(40.718166054, -73.957350358)"
Bronx,Grocery,Food Universe,West 231st Street,Bronx,NY,10463,"West 231st Street
Bronx, NY 10463
(40.879528066, -73.90600612)"
New York,Grocery,Fine Fare,Frederick Douglas Blvd,New York,NY,10039,"Frederick Douglas Blvd
New York, NY 10039
(40.827301241, -73.9386696)"
Kings,Grocery,Fine Fare,Myrtle Avenue,Brooklyn,NY,11221,"Myrtle Avenue
Brooklyn, NY 11221
(40.697747139, -73.928393396)"
Bronx,Grocery,Fine Fare,Grand Concourse,Bronx,NY,10468,"Grand Concourse
Bronx, NY 10468
(40.868787087, -73.892586083)"
Bronx,Grocery,Dhaka Discount & Grocery Inc,East 204th Street,Bronx,NY,10467,"East 204th Street
Bronx, NY 10467
(40.872131927, -73.877772155)"
Queens,Grocery,A.A.A. Grocery Corp.,Beach Channel Dr,Arverne,NY,11692,"Beach Channel Dr
Arverne, NY 11692
(40.589827743, -73.804805186)"
New York,Grocery,The Food Emporium,Avenue D,New York,NY,10009,"Avenue D
New York, NY 10009
(40.723361889, -73.976272053)"
Kings,Grocery,Associated Fresh,Livonia Avenue,Brooklyn,NY,11207,"Livonia Avenue
Brooklyn, NY 11207
(40.665151469, -73.891436217)"
Bronx,Grocery,La Parada Latina Food Corp,Third Avenue,Bronx,NY,10457,"Third Avenue
Bronx, NY 10457
(40.843780851, -73.897634551)"
Bronx,Grocery,Antillana Supermarket,West Fordham Road,Bronx,NY,10468,"West Fordham Road
Bronx, NY 10468
(40.86274183, -73.908768937)"
Kings,Grocery,Bukhari Grocery & Halal Meat,Coney Island Ave,Brooklyn,NY,11218,"Coney Island Ave
Brooklyn, NY 11218
(40.642233074, -73.969645416)"
New York,Grocery,C-Town Supermarkets,Broadway,New York,NY,10031,"Broadway
New York, NY 10031
(40.825168807, -73.951470904)"
Bronx,Grocery,Antillana Superfood Marketplace,Jerome Avenue,Bronx,NY,10453,"Jerome Avenue
Bronx, NY 10453
(40.854342642, -73.906918625)"
Queens,Grocery,Key Food,Jamaica Avenue,Jamaica,NY,11435,"Jamaica Avenue
Jamaica, NY 11435
(40.702182737, -73.810894609)"
Bronx,Grocery,Foodtown,Broadway,Bronx,NY,10463,"Broadway
Bronx, NY 10463
(40.881507219, -73.902970873)"
Kings,Grocery,Sweet Chelsea Grocery Inc,7th Avenue,Brooklyn,NY,11220,"7th Avenue
Brooklyn, NY 11220
(40.639888085, -74.00857688)"
New York,Grocery,Morton Williams Supermarket,E 23 St,New York,NY,10010,"E 23 St
New York, NY 10010
(40.738567032, -73.982537645)"
Queens,Grocery,C & C International Deli Grocery Co,41st Ave,Corona,NY,11368,"41st Ave
Corona, NY 11368
(40.750494914, -73.856792409)"
Kings,Grocery,Foodtown,North 3rd Street,Brooklyn,NY,11211,"North 3rd Street
Brooklyn, NY 11211
(40.715714561, -73.960358055)"
Bronx,Grocery,A & G Deli Grocery Ii Corp,Prospect Avenue,Bronx,NY,10459,"Prospect Avenue
Bronx, NY 10459
(40.826027843, -73.898990656)"
Bronx,Grocery,Foodtown #523,West Ave,Bronx,NY,10462,"West Ave
Bronx, NY 10462
(40.837077597, -73.861386192)"
Queens,Grocery,Farm Country,31st Avenue,Astoria,NY,11103,"31st Avenue
Astoria, NY 11103
(40.76000857, -73.914281185)"
Queens,Grocery,City Fresh Market,20th Av,College Point,NY,11356,"20th Av
College Point, NY 11356
(40.781705098, -73.843860479)"
Bronx,Grocery,C-Town Supermarkets,East Tremont Avenue,Bronx,NY,10457,"East Tremont Avenue
Bronx, NY 10457
(40.847177139, -73.898829356)"
Richmond,Grocery,Western Beef #68,Bay Street,Staten Island,NY,10304,"Bay Street
Staten Island, NY 10304
(40.623243039, -74.073173016)"
Kings,Grocery,Express Deli,Neptune Avenue,Brooklyn,NY,11235,"Neptune Avenue
Brooklyn, NY 11235
(40.581615209, -73.961538041)"
Bronx,Grocery,Food Universe,E 170 Street,Bronx,NY,10452,"E 170 Street
Bronx, NY 10452
(40.83943706, -73.915630401)"
Kings,Grocery,Associated Supermarket,Fulton Street,Brooklyn,NY,11233,"Fulton Street
Brooklyn, NY 11233
(40.678636971, -73.917315078)"
New York,Grocery,Food Emporium,Broadway,New York,NY,10033,"Broadway
New York, NY 10033
(40.847681539, -73.9379936)"
Kings,Grocery,Food Universe Marketplace,Flatbush Avenue,Brooklyn,NY,11238,"Flatbush Avenue
Brooklyn, NY 11238
(40.67424038, -73.969693496)"
Queens,Grocery,Dl Deli Grocery Corp.,31st Ave,East Elmhurst,NY,11369,"31st Ave
East Elmhurst, NY 11369
(40.760414741, -73.874794374)"
Bronx,Grocery,C-Town Supermarkets,3rd Avenue,Bronx,NY,10451,"3rd Avenue
Bronx, NY 10451
(40.821787595, -73.911971928)"
Queens,Grocery,Vitelio's Market Place,Madison St,Ridgewood,NY,11385,"Madison St
Ridgewood, NY 11385
(40.702177999, -73.905956575)"
Bronx,Grocery,Salcedo Supermarket Corp,Lafayette Avenue,Bronx,NY,10474,"Lafayette Avenue
Bronx, NY 10474
(40.816579992, -73.889066103)"
Queens,Grocery,Stop & Shop #2570,Rockaway Blvd,Rosedale,NY,11422,"Rockaway Blvd
Rosedale, NY 11422
(40.63643567, -73.740425405)"
Bronx,Grocery,Your Choice Deli Grocery Corp,Valentine Avenue,Bronx,NY,10458,"Valentine Avenue
Bronx, NY 10458
(40.860727921, -73.896534283)"
Queens,Grocery,Trade Fair,Broadway,Long Island City,NY,11106,"Broadway
Long Island City, NY 11106
(40.763484339, -73.928562832)"
Kings,Grocery,El Buen Gusto Grocery Corp.,4th Avenue,Brooklyn,NY,11220,"4th Avenue
Brooklyn, NY 11220
(40.642446361, -74.016837076)"
Kings,Grocery,Food Bazaar,Junius St,Brooklyn,NY,11212,"Junius St
Brooklyn, NY 11212
(40.666248997, -73.902103271)"
Bronx,Grocery,Food Universe,Einstein Loop,Bronx,NY,10475,"Einstein Loop
Bronx, NY 10475
(40.865681466, -73.823400364)"
Kings,Grocery,Ideal Food Basket,Church Avenue,Brooklyn,NY,11203,"Church Avenue
Brooklyn, NY 11203
(40.651604081, -73.933218454)"
Kings,Grocery,Caribbean Supermarket,Utica Avenue,Brooklyn,NY,11203,"Utica Avenue
Brooklyn, NY 11203
(40.650159197, -73.930216953)"
New York,Grocery,Superduro Supermarket,Saint Nicholas Avenue,New York,NY,10033,"Saint Nicholas Avenue
New York, NY 10033
(40.848600208, -73.934262238)"
Kings,Grocery,Met Fresh Supermarket,Tompkins Ave,Brooklyn,NY,11216,"Tompkins Ave
Brooklyn, NY 11216
(40.686024917, -73.944462194)"
Bronx,Grocery,De Luxe Deli Corp,Baychester Avenue,Bronx,NY,10469,"Baychester Avenue
Bronx, NY 10469
(40.877519366, -73.836591264)"
Bronx,Grocery,Fine Fare,East 233rd Street,Bronx,NY,10466,"East 233rd Street
Bronx, NY 10466
(40.89226407, -73.853810001)"
Bronx,Grocery,Dia Deli Grocery Corp,East Tremont Avenue,Bronx,NY,10460,"East Tremont Avenue
Bronx, NY 10460
(40.841624575, -73.883449118)"
New York,Grocery,Fine Fare,3rd Ave,New York,NY,10029,"3rd Ave
New York, NY 10029
(40.791573804, -73.944667283)"
Kings,Grocery,Foodtown Of Crown Heights,Franklin Ave,Brooklyn,NY,11225,"Franklin Ave
Brooklyn, NY 11225
(40.666559949, -73.959448426)"
Kings,Grocery,Kunpeng Grocery Inc.,11th Ave,Brooklyn,NY,11219,"11th Ave
Brooklyn, NY 11219
(40.633070322, -74.00129566)"
Queens,Grocery,Wasserman Supermarket,Main St,Flushing,NY,11367,"Main St
Flushing, NY 11367
(40.732119616, -73.824486948)"
Kings,Grocery,"Produce On ""p""",Avenue P,Brooklyn,NY,11223,"Avenue P
Brooklyn, NY 11223
(40.609949766, -73.962629973)"
Queens,Grocery,Hengtong Grocery Inc,149th Street,Flushing,NY,11354,"149th Street
Flushing, NY 11354
(40.769151391, -73.817358924)"
Kings,Grocery,Bravo Supermarket,New Lots Avenue,Brooklyn,NY,11207,"New Lots Avenue
Brooklyn, NY 11207
(40.662689499, -73.891159485)"
Bronx,Grocery,Rafael Jr Food Center Corp,Decatur Avenue,Bronx,NY,10458,"Decatur Avenue
Bronx, NY 10458
(40.866129735, -73.887342014)"
Kings,Grocery,"Flatbush Kosher, Inc.",Coney Island Av,Brooklyn,NY,11230,"Coney Island Av
Brooklyn, NY 11230
(40.625636612, -73.965312159)"
Bronx,Grocery,Foodtown,Allerton Avenue,Bronx,NY,10469,"Allerton Avenue
Bronx, NY 10469
(40.865430017, -73.855045845)"
Bronx,Grocery,Vivi Deli Food Mart Corp,East 187th Street,Bronx,NY,10458,"East 187th Street
Bronx, NY 10458
(40.85579327, -73.88801136)"
Queens,Grocery,Key Food Supermarket,101st Avenue,South Richmond Hil,NY,11419,"101st Avenue
South Richmond Hil, NY 11419
(40.69060498, -73.823684799)"
Bronx,Grocery,Adum African Market,East 167th Street,Bronx,NY,10456,"East 167th Street
Bronx, NY 10456
(40.831001581, -73.911466562)"
Queens,Grocery,"Premier Farmers Market, Llc",108st,Corona,NY,11368,"108st
Corona, NY 11368
(40.747498977, -73.857106152)"
Queens,Grocery,Bravo Supermarket,Roosevelt Ave,Jackson Heights,NY,11372,"Roosevelt Ave
Jackson Heights, NY 11372
(40.747096878, -73.888987581)"
Kings,Grocery,C-Town Supermarkets,Ninth Street,Brooklyn,NY,11215,"Ninth Street
Brooklyn, NY 11215
(40.66932146, -73.986560033)"
Kings,Grocery,Canaan Deli Corp,York Street,Brooklyn,NY,11201,"York Street
Brooklyn, NY 11201
(40.701510566, -73.986471996)"
New York,Grocery,Shop Fair Supermarket Supermarket,Adam Clayton Powell Jr. Blvd.,New York,NY,10027,"Adam Clayton Powell Jr. Blvd.
New York, NY 10027
(40.809936826, -73.947737395)"
Kings,Grocery,"Bowen & Darren Deli & Grocery, Corp",7th Av,Brooklyn,NY,11220,"7th Av
Brooklyn, NY 11220
(40.639888085, -74.00857688)"
Bronx,Grocery,Western Beef #10,Morris Avenue,Bronx,NY,10451,"Morris Avenue
Bronx, NY 10451
(40.818761164, -73.922180973)"
New York,Grocery,Cherry Valley Market Place,East 115th St,New York,NY,10029,"East 115th St
New York, NY 10029
(40.79717979, -73.940302841)"
Kings,Grocery,C-Town Supermarkets,Nostrand Ave,Brooklyn,NY,11226,"Nostrand Ave
Brooklyn, NY 11226
(40.647425165, -73.949209966)"
Kings,Grocery,Foodtown #589,Mcdonald Ave,Brooklyn,NY,11218,"Mcdonald Ave
Brooklyn, NY 11218
(40.633021153, -73.977584968)"
Queens,Grocery,Happy 88 Grocery Store Inc.,Corona Ave,Elmhurst,NY,11373,"Corona Ave
Elmhurst, NY 11373
(40.742052229, -73.874240328)"
Bronx,Grocery,1679 Monroe Deli Grocery Inc,Monroe Avenue,Bronx,NY,10457,"Monroe Avenue
Bronx, NY 10457
(40.846027588, -73.906546306)"
Richmond,Grocery,Met Food,Victory Boulevard,Staten Island,NY,10314,"Victory Boulevard
Staten Island, NY 10314
(40.613192575, -74.121114248)"
Kings,Grocery,Fresh Fruit & Food Center Inc.,Penn Street,Brooklyn,NY,11211,"Penn Street
Brooklyn, NY 11211
(40.70415997, -73.955301086)"
Kings,Grocery,Randy Meat Supermarket Corp.,Pitkin Av,Brooklyn,NY,11208,"Pitkin Av
Brooklyn, NY 11208
(40.675242314, -73.872989428)"
Queens,Grocery,New York Deli & Grocery Inc.,Roosevelt Ave,Jackson Heights,NY,11372,"Roosevelt Ave
Jackson Heights, NY 11372
(40.747096878, -73.888987581)"
Richmond,Grocery,Met Food,Hylan Blvd,Staten Island,NY,10305,"Hylan Blvd
Staten Island, NY 10305
(40.590102107, -74.088919732)"
New York,Grocery,C-Town Supermarkets,Broadway,New York,NY,10031,"Broadway
New York, NY 10031
(40.825168807, -73.951470904)"
Bronx,Grocery,C-Town Supermarkets,East 169th Street,Bronx,NY,10456,"East 169th Street
Bronx, NY 10456
(40.833377653, -73.907082014)"
Bronx,Grocery,J & R Super Deli Grocery Corp,Washington Avenue,Bronx,NY,10456,"Washington Avenue
Bronx, NY 10456
(40.831148271, -73.906975685)"
Kings,Grocery,Lee Heyward Groceries Inc.,Lee Ave,Brooklyn,NY,11206,"Lee Ave
Brooklyn, NY 11206
(40.700748854, -73.954386662)"
Bronx,Grocery,Fine Fare,White Plains Road,Bronx,NY,10470,"White Plains Road
Bronx, NY 10470
(40.903429022, -73.850371164)"
Queens,Grocery,Melody Market Inc,Junction Boulevard,East Elmhurst,NY,11369,"Junction Boulevard
East Elmhurst, NY 11369
(40.75739001, -73.873970021)"
Kings,Grocery,U. S. Army Commissary Fort Hamilton,White Avenue,Brooklyn,NY,11252,"White Avenue
Brooklyn, NY 11252
(40.610254792, -74.029133606)"
Bronx,Grocery,C-Market Foods Corp.,White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.857975225, -73.867579994)"
Kings,Grocery,Western Beef #54,Jamaica Avenue,Brooklyn,NY,11208,"Jamaica Avenue
Brooklyn, NY 11208
(40.687666269, -73.877537961)"
Bronx,Grocery,Los Castillos Mini Market Corp,University Avenue,Bronx,NY,10453,"University Avenue
Bronx, NY 10453
(40.850085818, -73.916160642)"
Bronx,Grocery,Shop Fair Supermarket Supermarket,East 170th Street,Bronx,NY,10456,"East 170th Street
Bronx, NY 10456
(40.83807904, -73.912224011)"
Queens,Grocery,City Acres Market,Queens Plaza South,Long Island City,NY,11101,"Queens Plaza South
Long Island City, NY 11101
(40.751693957, -73.943278631)"
Queens,Grocery,Ideal Food Basket,Myrtle Ave,Glendale,NY,11385,"Myrtle Ave
Glendale, NY 11385
(40.702565345, -73.873209171)"
Queens,Grocery,Fine Fare,Merrick Boulevard,Jamaica,NY,11433,"Merrick Boulevard
Jamaica, NY 11433
(40.698350894, -73.786913557)"
Kings,Grocery,Fine Fare Supermarket,Flatbush Avenue,Brooklyn,NY,11210,"Flatbush Avenue
Brooklyn, NY 11210
(40.627100179, -73.941595472)"
Queens,Grocery,Bebe Mini Market Inc,18th Avenue,College Point,NY,11356,"18th Avenue
College Point, NY 11356
(40.783220018, -73.844457733)"
Kings,Grocery,La Bodega Deli & Grocery,Mcdonald Avenue,Brooklyn,NY,11230,"Mcdonald Avenue
Brooklyn, NY 11230
(40.619242962, -73.975014383)"
Bronx,Grocery,Antillana Fresh Meat Market,Westchester Avenue,Bronx,NY,10459,"Westchester Avenue
Bronx, NY 10459
(40.825623809, -73.890052467)"
Queens,Grocery,Foodtown,Jamaica Ave,Jamaica,NY,11432,"Jamaica Ave
Jamaica, NY 11432
(40.706413026, -73.792487356)"
Kings,Grocery,Fresh Foods Meat Market,Irving Avenue,Brooklyn,NY,11237,"Irving Avenue
Brooklyn, NY 11237
(40.698860161, -73.914121059)"
Kings,Grocery,Urban Market,Waverly Ave,Brooklyn,NY,11238,"Waverly Ave
Brooklyn, NY 11238
(40.68475067, -73.966168741)"
Bronx,Grocery,Regina Meat & Deli Grocery Inc,Westchester Avenue,Bronx,NY,10472,"Westchester Avenue
Bronx, NY 10472
(40.829950172, -73.873054095)"
Kings,Grocery,Blessing Food Corp.,Rockaway Ave,Brooklyn,NY,11212,"Rockaway Ave
Brooklyn, NY 11212
(40.663342102, -73.909133026)"
Queens,Grocery,R Stop 1 Supermarket Inc,43rd Avenue,Corona,NY,11368,"43rd Avenue
Corona, NY 11368
(40.7480639, -73.859811933)"
Kings,Grocery,City Fresh Market,6th Ave,Brooklyn,NY,11220,"6th Ave
Brooklyn, NY 11220
(40.639934907, -74.01208343)"
Bronx,Grocery,Western Beef #48,Prospect Avenue,Bronx,NY,10459,"Prospect Avenue
Bronx, NY 10459
(40.826027843, -73.898990656)"
Queens,Grocery,Rego Fresh Market,Woodhaven Blvd,Rego Park,NY,11374,"Woodhaven Blvd
Rego Park, NY 11374
(40.721210386, -73.866220774)"
Bronx,Grocery,Antillana Superfood Marketplace,White Plains Road,Bronx,NY,10462,"White Plains Road
Bronx, NY 10462
(40.853813784, -73.867714112)"
Queens,Grocery,Freshmart,Union Street,Flushing,NY,11354,"Union Street
Flushing, NY 11354
(40.767453615, -73.827093734)"
Richmond,Grocery,"Legacy Africana Market, Inc.",Bay St,Staten Island,NY,10304,"Bay St
Staten Island, NY 10304
(40.623243039, -74.073173016)"
Richmond,Grocery,Target Store T-2006,Veterans Road West,Staten Island,NY,10309,"Veterans Road West
Staten Island, NY 10309
(40.529643716, -74.225891511)"
Bronx,Grocery,C-Town Supermarkets,Laconia Avenue,Bronx,NY,10466,"Laconia Avenue
Bronx, NY 10466
(40.884053328, -73.849406663)"
Kings,Grocery,Keyfood,Nostrand Av,Brooklyn,NY,11226,"Nostrand Av
Brooklyn, NY 11226
(40.647425165, -73.949209966)"
Queens,Grocery,Foodtown,Parsons Blvd,Jamaica,NY,11432,"Parsons Blvd
Jamaica, NY 11432
(40.706999819, -73.802368772)"
Bronx,Grocery,A & G Deli Grocery Corp,Fox Street,Bronx,NY,10459,"Fox Street
Bronx, NY 10459
(40.820868473, -73.893868971)"
Kings,Grocery,Jiahe Grocery Inc,8th Avenue,Brooklyn,NY,11220,"8th Avenue
Brooklyn, NY 11220
(40.637397818, -74.007554402)"
Kings,Grocery,Mehadrin Supermarket,12th Ave,Brooklyn,NY,11219,"12th Ave
Brooklyn, NY 11219
(40.627041349, -74.004012152)"
Bronx,Grocery,Associated Supermarket,Westchester Ave,Bronx,NY,10472,"Westchester Ave
Bronx, NY 10472
(40.829950172, -73.873054095)"
Kings,Grocery,Lee Gardens Supermarket Inc.,Flushing Ave,Brooklyn,NY,11205,"Flushing Ave
Brooklyn, NY 11205
(40.697716825, -73.967697696)"
Bronx,Grocery,Fine Fare,Boston Road,Bronx,NY,10467,"Boston Road
Bronx, NY 10467
(40.861766057, -73.866651958)"
Bronx,Grocery,C-Town Supermarkets,East 204th Street,Bronx,NY,10458,"East 204th Street
Bronx, NY 10458
(40.874278519, -73.884790231)"
Kings,Grocery,Brooklyn Bodega,Roebling St,Brooklyn,NY,11211,"Roebling St
Brooklyn, NY 11211
(40.716389491, -73.955022084)"
Kings,Grocery,4 Season Deli & Grocery,Coney Island Avenue,Brooklyn,NY,11230,"Coney Island Avenue
Brooklyn, NY 11230
(40.625636612, -73.965312159)"
Kings,Grocery,Met Fresh Supermarket,3rd Ave,Brooklyn,NY,11209,"3rd Ave
Brooklyn, NY 11209
(40.624059334, -74.030818893)"
Kings,Grocery,Key Food,Atlantic Ave,Brooklyn,NY,11201,"Atlantic Ave
Brooklyn, NY 11201
(40.689207813, -73.990914542)"
New York,Grocery,Rey's Grocery Deli Corp.,Audubon Ave,New York,NY,10033,"Audubon Ave
New York, NY 10033
(40.848017477, -73.932866751)"
Kings,Grocery,Ideal Food Basket,Brooklyn Ave,Brooklyn,NY,11203,"Brooklyn Ave
Brooklyn, NY 11203
(40.658930737, -73.945253274)"
Richmond,Grocery,Associated Marketplace,Broad Street,Staten Island,NY,10304,"Broad Street
Staten Island, NY 10304
(40.62359872, -74.082752239)"
Kings,Grocery,J W W Mini Store Inc.,7th Av,Brooklyn,NY,11220,"7th Av
Brooklyn, NY 11220
(40.639888085, -74.00857688)"
Kings,Grocery,Stanley Deli & Grocery Inc.,Stanley Avenue,Brooklyn,NY,11208,"Stanley Avenue
Brooklyn, NY 11208
(40.665723024, -73.865811863)"
Richmond,Grocery,ShopRite Of Forest & Richmond,Richmond Avenue,Staten Island,NY,10314,"Richmond Avenue
Staten Island, NY 10314
(40.598887445, -74.162748744)"
Richmond,Grocery,Angie's Unique Variety Store Inc.,Cary Avenue,Staten Island,NY,10310,"Cary Avenue
Staten Island, NY 10310
(40.63254468, -74.117899528)"
Bronx,Grocery,Bravo Supermarket,West Burnside Avenue,Bronx,NY,10453,"West Burnside Avenue
Bronx, NY 10453
(40.853962219, -73.914709793)"
Bronx,Grocery,Target Store T-1798,West 225th Street,Bronx,NY,10463,"West 225th Street
Bronx, NY 10463
(40.874854152, -73.911692936)"
Kings,Grocery,Berry Goods Supermarket Corp,Avenue J,Brooklyn,NY,11230,"Avenue J
Brooklyn, NY 11230
(40.624626054, -73.966611167)"
Bronx,Grocery,1798 Los Primos Grocery Corp.,Crotona Ave,Bronx,NY,10457,"Crotona Ave
Bronx, NY 10457
(40.844447825, -73.89194803)"
Kings,Grocery,Target Store T-1401,Gateway Dr,Brooklyn,NY,11239,"Gateway Dr
Brooklyn, NY 11239
(40.651878398, -73.871201067)"
Kings,Grocery,Nyc Fresh Market,Myrtle Avenue,Brooklyn,NY,11201,"Myrtle Avenue
Brooklyn, NY 11201
(40.693532779, -73.980718885)"
Queens,Grocery,Stop & Shop #539,Union Turnpike,Glendale,NY,11385,"Union Turnpike
Glendale, NY 11385
(40.705151262, -73.859386198)"
Kings,Grocery,The Food Pyramid Corp.,Marcy Avenue,Brooklyn,NY,11206,"Marcy Avenue
Brooklyn, NY 11206
(40.697925572, -73.949723056)"
Kings,Grocery,Fruits-A-Plenty,Kings Highway,Brooklyn,NY,11229,"Kings Highway
Brooklyn, NY 11229
(40.609214454, -73.957258006)"
Kings,Grocery,Ideal Freshmarket,Church Avenue,Brooklyn,NY,11226,"Church Avenue
Brooklyn, NY 11226
(40.647725722, -73.967413861)"
Kings,Grocery,H & D Grocery Store Inc,11th Ave,Brooklyn,NY,11219,"11th Ave
Brooklyn, NY 11219
(40.633070322, -74.00129566)"
Bronx,Grocery,Food Bazaar,Bruckner Boulevard,Bronx,NY,10473,"Bruckner Boulevard
Bronx, NY 10473
(40.825271368, -73.862872932)"
Bronx,Grocery,Fresh Market Deli Inc,Gleason Avenue,Bronx,NY,10472,"Gleason Avenue
Bronx, NY 10472
(40.830212801, -73.863827943)"
Queens,Grocery,Li Li Grocery Inc,Grand Avenue,Elmhurst,NY,11373,"Grand Avenue
Elmhurst, NY 11373
(40.733842963, -73.883514476)"
Kings,Grocery,Food Universe,Avenue U,Brooklyn,NY,11223,"Avenue U
Brooklyn, NY 11223
(40.597037326, -73.972620822)"
Kings,Grocery,Tov Meod,14th Ave,Brooklyn,NY,11219,"14th Ave
Brooklyn, NY 11219
(40.630274514, -73.993475503)"
Kings,Grocery,Ideal Food Basket,Pitkin Ave,Brooklyn,NY,11212,"Pitkin Ave
Brooklyn, NY 11212
(40.669612908, -73.911296046)"
Queens,Grocery,Broadway Cafe,Broadway,Astoria,NY,11103,"Broadway
Astoria, NY 11103
(40.757655401, -73.916208555)"
Kings,Grocery,Green Way Markets,Dekalb Avenue,Brooklyn,NY,11221,"Dekalb Avenue
Brooklyn, NY 11221
(40.69306893, -73.936585653)"
Kings,Grocery,Halsey Traders Market,Malcolm X Blvd,Brooklyn,NY,11233,"Malcolm X Blvd
Brooklyn, NY 11233
(40.682039276, -73.928893014)"
Bronx,Grocery,Food Universe,Featherbed Lane,Bronx,NY,10452,"Featherbed Lane
Bronx, NY 10452
(40.846106096, -73.919125747)"
New York,Grocery,Ideal Marketplace,9th Avenue,New York,NY,10001,"9th Avenue
New York, NY 10001
(40.750960223, -73.998106924)"
Kings,Grocery,Food Dynasty,86th St,Brooklyn,NY,11228,"86th St
Brooklyn, NY 11228
(40.615406696, -74.016107932)"
Queens,Grocery,T & T Deli & Grill,101st Avenue,South Richmond Hil,NY,11419,"101st Avenue
South Richmond Hil, NY 11419
(40.69060498, -73.823684799)"
Kings,Grocery,One Stop Kosher,Rutledge St,Brooklyn,NY,11211,"Rutledge St
Brooklyn, NY 11211
(40.703663571, -73.954580392)"
